epoch,training_loss,validation_loss,training_accuracy,validation_accuracy,active_neurons,active_connections,learning_rate,random_seed
1,0.00559172217705148,0.00568017309396075,0.952380952380952,0.970149253731343,24,276,0.05,7
50,4.06560249884423E-05,2.99011903347387E-05,0.990476190476191,1,24,276,0.05,7
100,1.83801895162303E-05,1.1965057809113E-05,0.996825396825397,1,24,276,0.05,7
150,4.16229353381154E-06,3.77528603322882E-06,1,1,24,276,0.05,7
200,4.03943370077545E-06,2.729846060949E-06,0.996825396825397,1,24,276,0.05,7
250,1.57440126698362E-06,1.17220244874488E-06,1,1,24,276,0.05,7
300,1.26118797062568E-06,1.29111211990118E-06,1,1,24,276,0.05,7
350,9.67277954520682E-07,6.2255823464349E-07,1,1,24,276,0.05,7
400,2.36140254281484E-06,1.70253544836947E-06,0.996825396825397,1,24,276,0.05,7
