attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,276,4.7524029413909E-05,0.00017081744533501,2.59433843134978,0,2500
2,69,276,276,4.7524029413909E-05,5.83765315737501E-05,0.228358207283343,0,2500
3,34,276,242,4.7524029413909E-05,4.22192024630774E-05,-0.111624098719185,1,2500
4,34,242,208,4.7524029413909E-05,3.19554240059929E-05,-0.327594389615446,1,2500
5,34,208,208,4.7524029413909E-05,0.00014942076643225,2.1441097961386,0,2500
6,17,208,208,4.7524029413909E-05,9.17642232284385E-05,0.930901574637558,0,2500
7,8,208,200,4.7524029413909E-05,4.75178320102429E-05,-0.00013040568618544,1,2500
8,8,200,192,4.7524029413909E-05,3.64949651937856E-05,-0.23207342382663,1,2500
9,8,192,184,4.7524029413909E-05,3.47889319447713E-05,-0.26797175294674,1,2500
10,8,184,176,4.7524029413909E-05,2.87250227642061E-05,-0.395568449930319,1,2500
11,8,176,168,4.7524029413909E-05,4.06566669695093E-05,-0.144502949962188,1,2500
12,8,168,160,4.7524029413909E-05,1.97620835542489E-05,-0.58416649854894,1,2500
13,8,160,152,4.7524029413909E-05,3.45909540844773E-05,-0.272137600471363,1,2500
14,8,152,144,4.7524029413909E-05,2.23196056441753E-05,-0.530351152471028,1,2500
15,8,144,136,4.7524029413909E-05,1.71746454600147E-05,-0.638611336794851,1,2500
16,8,136,128,4.7524029413909E-05,1.26496213455555E-05,-0.733826834518091,1,2500
17,8,128,120,4.7524029413909E-05,2.15561659606253E-05,-0.546415440221145,1,2500
18,8,120,120,4.7524029413909E-05,5.63068874591219E-05,0.184808783125667,0,2500
19,4,120,116,4.7524029413909E-05,1.43588335363581E-05,-0.697861614146807,1,2500
20,4,116,112,4.7524029413909E-05,1.43671817424893E-05,-0.697685951303522,1,2500
21,4,112,103,4.7524029413909E-05,1.76896803933258E-05,-0.627773978522358,1,2500
22,4,103,99,4.7524029413909E-05,2.16678914487702E-05,-0.54406451397346,1,2500
23,4,99,95,4.7524029413909E-05,2.95934715125282E-05,-0.377294562824528,1,2500
24,4,95,91,4.7524029413909E-05,2.31931540067449E-05,-0.511969959349514,1,2500
25,4,91,87,4.7524029413909E-05,3.20758774909228E-05,-0.325059808974551,1,2500
26,4,87,83,4.7524029413909E-05,2.95555356971206E-05,-0.378092807751892,1,2500
27,4,83,77,4.7524029413909E-05,4.23981469320335E-05,-0.107858751564008,1,2500
28,4,77,73,4.7524029413909E-05,2.60808137358399E-05,-0.451207861423325,1,2500
29,4,73,69,4.7524029413909E-05,3.42485807310061E-05,-0.279341816058583,1,2500
30,4,69,65,4.7524029413909E-05,1.54359287618003E-05,-0.675197390621878,1,2500
31,4,65,61,4.7524029413909E-05,1.57369362044299E-05,-0.668863595984895,1,2500
32,4,61,57,4.7524029413909E-05,2.29619713942076E-05,-0.516834500832808,1,2500
33,4,57,32,4.7524029413909E-05,1.98638725312644E-05,-0.582024656237361,1,2500
34,4,32,24,4.7524029413909E-05,1.41722422066149E-05,-0.701787866445788,1,2500
35,4,24,18,4.7524029413909E-05,4.23049940194066E-05,-0.109818873922649,1,2500
36,4,18,18,4.7524029413909E-05,0.000102446824306501,1.15568472559942,0,2500
37,2,18,16,4.7524029413909E-05,4.31598188106894E-05,-0.0918316619411552,1,2500
38,2,16,16,4.7524029413909E-05,9.45466974789351E-05,0.989450361110665,0,2500
39,1,16,16,4.7524029413909E-05,7.41485522752022E-05,0.560232858821962,0,2500
