index,funno,ihono,bias
0,1,1,0
1,1,3,-0.344295918886263
2,1,3,-0.271721090069446
3,1,3,-0.38833745744948
4,1,3,-0.241993626852262
5,1,3,-0.355286730596377
6,2,3,0.17964952278241
7,2,3,-0.118409650064297
8,2,3,-0.0125038942333341
9,4,3,0.122993109212555
10,4,3,0.2232034683198
11,4,3,0.396479123320177
12,4,3,-0.140393923633792
13,4,3,0.236358266437278
14,7,3,-0.252740125113055
15,7,3,0.156589587225186
16,7,3,-0.263866340784387
17,7,3,0.290375354307956
18,7,3,0.269294846594321
19,7,3,-0.244419526579339
20,1,2,0.284335450848856
