attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,276,1.7547354036266E-06,3.92170454116766E-06,1.23492643566801,0,10000
2,69,276,207,1.7547354036266E-06,1.05187077409486E-06,-0.400553056648369,1,10000
3,69,207,207,1.7547354036266E-06,3.25853741541523E-06,0.85699645010903,0,10000
4,34,207,173,1.7547354036266E-06,9.04098970124113E-07,-0.484766211329887,1,10000
5,34,173,173,1.7547354036266E-06,3.81244907531118E-06,1.17266322172095,0,10000
6,17,173,156,1.7547354036266E-06,6.24226017430907E-07,-0.644262025977941,1,10000
7,17,156,156,1.7547354036266E-06,4.1014500642382E-06,1.33736098089861,0,10000
8,8,156,148,1.7547354036266E-06,1.66043341760777E-06,-0.0537414278095308,1,10000
9,8,148,140,1.7547354036266E-06,8.21602848692386E-07,-0.531779636408807,1,10000
10,8,140,132,1.7547354036266E-06,1.88753711204432E-06,0.0756818994722831,1,10000
11,8,132,114,1.7547354036266E-06,1.84649348518455E-06,0.0522916910254981,1,10000
12,8,114,114,1.7547354036266E-06,4.75875842000812E-06,1.71195213259672,0,10000
13,4,114,114,1.7547354036266E-06,1.02667292379261E-05,4.85087028888078,0,10000
14,2,114,112,1.7547354036266E-06,1.64716214043229E-06,-0.0613045493764961,1,10000
15,2,112,112,1.7547354036266E-06,1.17405325812765E-05,5.69077090312976,0,10000
16,1,112,111,1.7547354036266E-06,1.02339496262945E-06,-0.416781036893456,1,10000
17,1,111,110,1.7547354036266E-06,1.40095235198199E-06,-0.201616181512855,1,10000
18,1,110,109,1.7547354036266E-06,1.79710052295533E-06,0.0241433091514348,1,10000
19,1,109,109,1.7547354036266E-06,3.50809438031901E-06,0.999215592885771,0,10000
9100,1,109,106,1.7547354036266E-06,1.40991040454755E-06,-0.196511108379292,1,5000
9101,1,106,106,1.7547354036266E-06,2.61398759795183E-06,0.489676217023586,0,5000
9102,1,106,95,1.7547354036266E-06,8.6112554376043E-07,-0.509256186442299,1,5000
9103,1,95,82,1.7547354036266E-06,1.62415947253829E-06,-0.0744134590425649,1,5000
9104,1,82,76,1.7547354036266E-06,1.23890091654612E-06,-0.293967105248105,1,5000
9105,1,76,68,1.7547354036266E-06,1.17076682439768E-06,-0.332795803869917,1,5000
9106,1,68,57,1.7547354036266E-06,1.22445351782129E-06,-0.302200482596606,1,5000
