epoch,training_loss,validation_loss,training_accuracy,validation_accuracy,active_neurons,active_connections,learning_rate,random_seed
1,0.00510166448128696,0.0038423335949694,0.936305732484076,0.939393939393939,24,276,0.05,1
50,6.33836630212022E-05,5.1895773659554E-05,1,1,24,276,0.05,1
100,3.28924238445195E-05,2.64301715467939E-05,1,1,24,276,0.05,1
150,1.87965654667351E-05,2.18188170130887E-05,1,0.96969696969697,24,276,0.05,1
