index,funno,ihono,bias
0,1,1,0
1,7,3,-0.352822724184821
2,7,3,-0.475702128730999
3,7,3,0.0267852148877919
4,7,3,0.211745313396428
5,7,3,0.0961342646110891
6,7,3,-0.18417656692168
7,7,3,-0.15728687880616
8,7,3,0.567269136632275
9,7,3,-0.334081390875212
10,7,3,0.108483881979113
11,7,3,-0.44339148095208
12,7,3,-0.41370541091976
13,7,3,0.494647280830459
14,7,3,0.199744772772685
15,7,3,0.12499979418982
16,7,3,-0.19929606734605
17,7,3,0.0938009751533108
18,7,3,0.268442457964428
19,7,3,0.160228411784628
20,7,3,0.505771030132242
21,7,3,-0.366056519224152
22,1,2,-0.30625786204034
