index,funno,ihono,bias
0,1,1,0
1,1,3,-0.142216504774913
2,1,3,0.437605341958349
3,1,3,0.134517366078012
4,2,3,-0.480390760430111
5,2,3,-0.123173256647555
6,2,3,0.159994874245697
7,4,3,-0.429566972289966
8,4,3,0.450241121677854
9,4,3,0.393239300654966
10,4,3,0.371081603041285
11,7,3,-0.0611172785260885
12,7,3,0.477664429275868
13,7,3,0.18044992054645
14,7,3,-0.367962690372197
15,7,3,0.517365832694011
16,7,3,-0.0161457193648896
17,7,3,0.286018722032337
18,7,3,-0.114702823719141
19,7,3,0.341437266522547
20,7,3,-0.409571969175963
21,7,3,0.284242540642604
22,7,3,0.00781588878046957
23,1,2,-0.119695235283357
