attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,96,0.00157049505017387,0.00106409649479357,-0.322445177604501,1,10000
2,138,96,96,0.00157049505017387,0.330394683555625,209.376138096739,0,10000
3,69,96,96,0.00157049505017387,0.00266159868618663,0.694751400771341,0,10000
4,34,96,59,0.00157049505017387,0.00138156068068972,-0.120302429137383,1,10000
5,34,59,59,0.00157049505017387,0.00277250115551947,0.765367649654496,0,10000
6,17,59,59,0.00157049505017387,0.00173521472141887,0.104883916206393,0,10000
7,8,59,59,0.00157049505017387,0.00174654524443459,0.112098534943628,0,10000
8,4,59,59,0.00157049505017387,0.00278309008588727,0.772110065281098,0,10000
9,2,59,59,0.00157049505017387,0.00184942969051749,0.177609372479547,0,10000
10,1,59,59,0.00157049505017387,0.00334947425603351,1.13275059712075,0,10000
9100,1,59,56,0.00157049505017387,0.00135605554417716,-0.136542618184615,1,5000
9101,1,56,56,0.00157049505017387,0.00258648036167063,0.646920416198877,0,5000
9102,1,56,50,0.00157049505017387,0.00109005367952709,-0.305917150514797,1,5000
9103,1,50,50,0.00157049505017387,0.00216828002279377,0.380634738424496,0,5000
9104,1,50,50,0.00157049505017387,0.00286379215991002,0.82349645711584,0,5000
9200,1,50,50,0.00157049505017387,0.00314822638316678,1.00460764446105,0,5000
9201,1,50,50,0.00157049505017387,0.00207253649124867,0.319670820369165,0,5000
9202,1,50,49,0.00157049505017387,0.0014899083775301,-0.0513129109415877,1,5000
9203,1,49,49,0.00157049505017387,0.00278410433702761,0.772755881477866,0,5000
9204,1,49,49,0.00157049505017387,0.0023863615476585,0.519496382617884,0,5000
9205,1,49,49,0.00157049505017387,0.00250112391327393,0.592570389188444,0,5000
9206,1,49,48,0.00157049505017387,0.00162188977319465,0.0327251735146092,1,5000
9207,1,48,41,0.00157049505017387,0.00195395352820891,0.244164079340832,1,5000
9208,1,41,41,0.00157049505017387,0.00299358900685683,0.906143547873901,0,5000
9209,1,41,41,0.00157049505017387,0.00216704233713439,0.379846652107863,0,5000
9210,1,41,38,0.00157049505017387,0.00133580181324819,-0.149439017270192,1,5000
