index,funno,ihono,bias
0,1,1,0
1,1,3,0.0915395514739216
2,1,3,-0.47901369963152
3,1,3,-0.0121404770806578
4,1,3,0.040302625848731
5,1,3,0.190040003777369
6,2,3,-0.0861323939933809
7,2,3,0.439065036246167
8,2,3,-0.423634746074647
9,2,3,0.0847935880738804
10,2,3,-0.503101347622542
11,4,3,-0.272031460620188
12,4,3,-0.191213841752868
13,4,3,0.428460584452992
14,4,3,0.140094936265726
15,4,3,0.0962707876372578
16,7,3,-0.134235633010189
17,7,3,0.0989314934748243
18,7,3,0.264969028911117
19,7,3,0.260690928061818
20,7,3,0.584645852357601
21,7,3,-0.223712581801755
22,1,2,-0.477346327522175
