attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,128,0.00140118655646925,0.0011348282201906,-0.190094841439125,1,2500
2,138,128,128,0.00140118655646925,0.117967505519192,83.1911485480203,0,2500
3,69,128,41,0.00140118655646925,0.00147180087884572,0.0503960889793331,1,2500
4,69,41,41,0.00140118655646925,0.142173622011714,100.466590123421,0,2500
5,34,41,6,0.00140118655646925,0.00110471601351971,-0.211585346419961,1,2500
6,34,6,6,0.00140118655646925,0.118706721628967,83.7187129229153,0,2500
7,17,6,6,0.00140118655646925,0.117583432824553,82.9170432243104,0,2500
8,8,6,6,0.00140118655646925,0.12057681912472,85.0533656764115,0,2500
9,4,6,2,0.00140118655646925,0.00131352142698917,-0.0625649233325424,1,2500
10,4,2,2,0.00140118655646925,0.118667032556887,83.690387592575,0,2500
11,2,2,2,0.00140118655646925,0.117247704009591,82.6774400013049,0,2500
12,1,2,2,0.00140118655646925,0.117573905505052,82.9102437589169,0,2500
