attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,276,1.12922330155691E-05,1.73785564109334E-05,0.538983156561927,0,2500
2,69,276,276,1.12922330155691E-05,1.30445173204815E-05,0.155176066814808,0,2500
3,34,276,276,1.12922330155691E-05,3.03918900539992E-05,1.69139770779583,0,2500
4,17,276,276,1.12922330155691E-05,2.1501881421108E-05,0.904130156671611,0,2500
5,8,276,268,1.12922330155691E-05,8.53453520651051E-06,-0.244211911431199,1,2500
6,8,268,260,1.12922330155691E-05,7.3997861414894E-06,-0.344701253393641,1,2500
7,8,260,232,1.12922330155691E-05,8.37599376790263E-06,-0.258251777451435,1,2500
8,8,232,224,1.12922330155691E-05,6.18661277462119E-06,-0.452135572646136,1,2500
9,8,224,216,1.12922330155691E-05,6.39386574396445E-06,-0.433781986685103,1,2500
10,8,216,208,1.12922330155691E-05,1.13746943578965E-05,0.00730248323902235,1,2500
11,8,208,200,1.12922330155691E-05,4.74209488064775E-06,-0.580056940544036,1,2500
12,8,200,192,1.12922330155691E-05,5.30672189392713E-06,-0.530055580095584,1,2500
13,8,192,171,1.12922330155691E-05,5.4392627080227E-06,-0.518318236922376,1,2500
14,8,171,150,1.12922330155691E-05,4.37212162226501E-06,-0.612820456659285,1,2500
15,8,150,142,1.12922330155691E-05,5.07770482535475E-06,-0.550336517289904,1,2500
16,8,142,134,1.12922330155691E-05,5.89465490690941E-06,-0.477990323190979,1,2500
17,8,134,126,1.12922330155691E-05,7.71347663164597E-06,-0.316921939087598,1,2500
18,8,126,118,1.12922330155691E-05,1.05919867732572E-05,-0.0620113171014489,1,2500
19,8,118,118,1.12922330155691E-05,6.21599627967338E-05,4.50466526071778,0,2500
20,4,118,118,1.12922330155691E-05,2.4184246876152E-05,1.14167090271765,0,2500
21,2,118,116,1.12922330155691E-05,1.20148959848757E-05,0.0639964627288638,1,2500
22,2,116,116,1.12922330155691E-05,5.84967890170765E-05,4.18026761725729,0,2500
23,1,116,115,1.12922330155691E-05,6.71336087272909E-06,-0.405488634225573,1,2500
24,1,115,115,1.12922330155691E-05,5.03284039392281E-05,3.45690448203096,0,2500
