index,funno,ihono,bias
0,1,1,0
1,7,3,0.615750063735907
2,7,3,0.401574670105668
3,7,3,0.349338836348489
4,7,3,0.493790726253405
5,7,3,0.346550291441266
6,7,3,0.23248447926618
7,7,3,-0.190384597024395
8,7,3,0.23481052517363
9,7,3,-0.0442983755644899
10,7,3,0.33622900210389
11,7,3,-0.467486098614771
12,7,3,0.279606091858209
13,7,3,-0.111067331494963
14,7,3,-0.266769550035559
15,7,3,0.109276937636981
16,7,3,-0.272159210252548
17,7,3,0.241445253087522
18,7,3,0.257726071422747
19,7,3,0.238791913382935
20,1,2,-0.203991797130498
