index,funno,ihono,bias
0,1,1,0
1,1,3,-0.0320080051473281
2,1,3,-0.10162225873252
3,1,3,-0.21904524885752
4,2,3,-0.0203343443944854
5,2,3,-0.234193757207834
6,2,3,-0.0799087810648674
7,4,3,0.442699416731062
8,4,3,0.468359624588023
9,4,3,-0.421048271614761
10,4,3,0.0580835688009623
11,7,3,0.493643101637012
12,7,3,0.0874701795901184
13,7,3,0.362560383860822
14,7,3,-0.312848827811138
15,7,3,-0.195712680509808
16,7,3,0.194981048569576
17,7,3,0.257562029894661
18,7,3,0.0584853756481272
19,7,3,0.336899015233627
20,7,3,0.296140130211696
21,7,3,-0.479181995505213
22,7,3,-0.460981582729567
23,1,2,0.103585944514407
