index,funno,ihono,bias
0,1,1,0
1,1,1,0
2,1,3,-0.080117333141827
3,1,3,0.0407924011689403
4,1,3,0.16880310086876
5,2,3,0.234338525926122
6,2,3,0.334796181347067
7,2,3,0.181904237997894
8,4,3,0.0101495456680795
9,4,3,-0.0772903014772386
10,4,3,0.155192445871967
11,7,3,0.245791192172707
12,7,3,0.229854841090196
13,7,3,-0.275826556211099
14,7,3,0.258413998293303
15,7,3,0.0764043515119844
16,7,3,-0.225221075095194
17,7,3,0.319278604135201
18,7,3,-0.0251539112845625
19,7,3,0.082036728256511
20,7,3,0.494227453329011
21,7,3,0.0502816304874406
22,7,3,0.0696268237570131
23,7,3,-0.0860223316000213
24,1,2,-0.0996882028556245
