attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,149,299,299,1.1255476298586E-06,1.97021583047929E-05,16.5045087228054,0,5000
2,74,299,299,1.1255476298586E-06,2.80351565511026E-06,1.49080143810747,0,5000
3,37,299,299,1.1255476298586E-06,3.86073235367469E-06,2.430092384593,0,5000
4,18,299,299,1.1255476298586E-06,2.62853323682545E-06,1.33533718795681,0,5000
5,9,299,299,1.1255476298586E-06,1.43870788013099E-06,0.278229229900941,0,5000
6,4,299,295,1.1255476298586E-06,1.04482325674601E-06,-0.0717200862683469,1,5000
7,4,295,291,1.1255476298586E-06,1.15794331903391E-06,0.0287821575168511,1,5000
8,4,291,287,1.1255476298586E-06,1.13950335179297E-06,0.0123990505280693,1,5000
9,4,287,283,1.1255476298586E-06,8.79661090214884E-07,-0.218459470857408,1,5000
10,4,283,283,1.1255476298586E-06,1.24899642983091E-06,0.109678876928392,0,5000
11,2,283,281,1.1255476298586E-06,1.21051265213483E-06,0.0754877181758175,1,5000
12,2,281,281,1.1255476298586E-06,1.4713767058743E-06,0.307254057350857,0,5000
13,1,281,281,1.1255476298586E-06,1.26272330053395E-06,0.121874603114376,0,5000
