index,funno,ihono,bias
0,1,1,0
1,1,3,0.401879781329925
2,1,3,-0.0944451686089754
3,1,3,0.588316472076405
4,1,3,-0.160719752075637
5,1,3,0.110743867189068
6,2,3,0.149286331621706
7,2,3,-0.334601181345565
8,2,3,0.45594651701173
9,2,3,0.311074292419336
10,2,3,-0.293339596545142
11,4,3,-0.0933266257323501
12,4,3,-0.0649968428285265
13,4,3,-0.0583006792035008
14,4,3,-0.403895125373191
15,4,3,-0.126015288043304
16,7,3,-0.11548611500551
17,7,3,-0.162630419672491
18,7,3,-0.0614868303958876
19,7,3,-0.29870786250507
20,7,3,0.294921117922455
21,7,3,0.0512758382161749
22,1,2,0.198318901977806
