attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,276,5.28495933028355E-05,0.039202488459619,740.774647819583,0,0
2,69,276,276,5.28495933028355E-05,0.00938469864581784,176.57371550699,0,0
3,34,276,276,5.28495933028355E-05,0.00214080356703629,39.5074747646438,0,0
4,17,276,276,5.28495933028355E-05,0.000170347845123961,2.22325744585856,0,0
5,8,276,276,5.28495933028355E-05,0.000179243459898665,2.39157690148295,0,0
6,4,276,276,5.28495933028355E-05,6.10453671102535E-05,0.155077329743204,0,0
7,2,276,274,5.28495933028355E-05,4.94441078215105E-05,-0.0644373072430478,1,0
8,2,274,274,5.28495933028355E-05,6.10453671102535E-05,0.155077329743204,0,0
9,1,274,273,5.28495933028355E-05,4.99703050258709E-05,-0.0544808029167946,1,0
10,1,273,273,5.28495933028355E-05,6.10453671102535E-05,0.155077329743204,0,0
