seed,canonical,structural,near_zero_b,k_canonical,b,k_ols,pi_error,linear_contam,dense_neurons,pruned_neurons,dense_edges,pruned_edges,sq_linear,quad_sigmoid,val_loss,test_rmse,fidelity_max,fidelity_pass,reason
1,1,1,1,3.14198163559825,2.03316747579216,3.14198163559825,0.000123816818838022,0,24,3,276,2,1,0,3.75745216216418E-08,15.2000848443878,1.33226762955019E-15,1,canonical A = b + k r^2
2,1,1,1,3.14190796235523,13.4000137965926,3.14190796235523,0.000100365897238386,0,24,3,276,2,1,0,3.25650860398167E-08,10.8945438777958,5.77315972805081E-15,1,canonical A = b + k r^2
3,1,1,1,3.14172025916571,8.92689078374823,3.14172025916572,4.06181163475328E-05,0,24,3,276,2,1,0,3.46117448589273E-08,10.7524631152982,4.44089209850063E-15,1,canonical A = b + k r^2
4,1,1,1,3.14182753530998,1.24042670348462,3.14182753530998,7.47651736183652E-05,0,24,3,276,2,1,0,2.04773282468623E-08,14.5329802503497,5.77315972805081E-15,1,canonical A = b + k r^2
5,1,1,1,3.14184775975473,-4.4892398470657,3.14184775975473,8.12028143255837E-05,0,24,3,276,2,1,0,4.32313544778683E-08,18.0192336690501,3.5527136788005E-15,1,canonical A = b + k r^2
