attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,276,7.43855885665292E-06,1.15596782809496E-05,0.554021216167536,0,2500
2,69,276,207,7.43855885665292E-06,3.42706318819494E-06,-0.539283985750838,1,2500
3,69,207,126,7.43855885665292E-06,4.69793425950242E-06,-0.368434887720131,1,2500
4,69,126,126,7.43855885665292E-06,1.58540969444962E-05,1.13133985359497,0,2500
5,34,126,126,7.43855885665292E-06,2.46656922003642E-05,2.31592351095046,0,2500
6,17,126,85,7.43855885665292E-06,7.18384550095449E-06,-0.0342422988924289,1,2500
7,17,85,85,7.43855885665292E-06,3.1066651349932E-05,3.17643416535536,0,2500
8,8,85,85,7.43855885665292E-06,3.85586905611091E-05,4.18362377769222,0,2500
9,4,85,81,7.43855885665292E-06,5.43128939093685E-06,-0.269846552860277,1,2500
10,4,81,77,7.43855885665292E-06,4.93745643274092E-07,-0.933623481000961,1,2500
11,4,77,77,7.43855885665292E-06,2.7642843507153E-05,2.71615578230314,0,2500
12,2,77,77,7.43855885665292E-06,2.86050298144535E-05,2.84550695446466,0,2500
13,1,77,77,7.43855885665292E-06,1.45475400737104E-05,0.955693347871987,0,2500
9100,1,77,60,7.43855885665292E-06,8.66146647275329E-07,-0.88355988519192,1,2500
9101,1,60,54,7.43855885665292E-06,1.20006545186055E-06,-0.838669630100832,1,2500
9102,1,54,49,7.43855885665292E-06,1.25610726514797E-06,-0.831135668971076,1,2500
9103,1,49,42,7.43855885665292E-06,9.1106853324688E-06,0.224791724854117,1,2500
9104,1,42,37,7.43855885665292E-06,1.46190941196559E-06,-0.803468730954775,1,2500
9105,1,37,32,7.43855885665292E-06,1.39093212557071E-06,-0.813010537071078,1,2500
