experiment,seed_dir,coverage,present,required
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r10k/seed_12,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r1k/seed_01,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r1k/seed_02,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r1k/seed_03,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r1k/seed_04,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r1k/seed_05,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r1k/seed_06,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r1k/seed_07,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r1k/seed_08,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r1k/seed_09,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r1k/seed_10,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r1k/seed_11,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r1k/seed_12,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r50k/seed_01,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r50k/seed_02,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r50k/seed_03,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r50k/seed_04,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r50k/seed_05,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r50k/seed_06,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r50k/seed_07,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r50k/seed_08,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r50k/seed_09,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r50k/seed_10,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r50k/seed_11,0.583,7,12
Exp08_PruningAblation,Exp08_PruningAblation/Setting_r50k/seed_12,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H08/seed_01,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H08/seed_02,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H08/seed_03,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H08/seed_04,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H08/seed_05,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H08/seed_06,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H08/seed_07,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H08/seed_08,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H08/seed_09,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H08/seed_10,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H12/seed_01,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H12/seed_02,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H12/seed_03,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H12/seed_04,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H12/seed_05,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H12/seed_06,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H12/seed_07,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H12/seed_08,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H12/seed_09,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H12/seed_10,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H22/seed_01,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H22/seed_02,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H22/seed_03,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H22/seed_04,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H22/seed_05,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H22/seed_06,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H22/seed_07,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H22/seed_08,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H22/seed_09,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H22/seed_10,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H36/seed_01,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H36/seed_02,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H36/seed_03,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H36/seed_04,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H36/seed_05,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H36/seed_06,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H36/seed_07,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H36/seed_08,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H36/seed_09,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H36/seed_10,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H50/seed_01,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H50/seed_02,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H50/seed_03,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H50/seed_04,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H50/seed_05,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H50/seed_06,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H50/seed_07,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H50/seed_08,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H50/seed_09,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Area_H50/seed_10,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H08/seed_01,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H08/seed_02,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H08/seed_03,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H08/seed_04,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H08/seed_05,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H08/seed_06,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H08/seed_07,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H08/seed_08,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H08/seed_09,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H08/seed_10,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H12/seed_01,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H12/seed_02,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H12/seed_03,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H12/seed_04,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H12/seed_05,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H12/seed_06,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H12/seed_07,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H12/seed_08,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H12/seed_09,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H12/seed_10,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H22/seed_01,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H22/seed_02,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H22/seed_03,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H22/seed_04,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H22/seed_05,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H22/seed_06,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H22/seed_07,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H22/seed_08,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H22/seed_09,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H22/seed_10,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H36/seed_01,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H36/seed_02,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H36/seed_03,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H36/seed_04,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H36/seed_05,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H36/seed_06,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H36/seed_07,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H36/seed_08,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H36/seed_09,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H36/seed_10,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H50/seed_01,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H50/seed_02,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H50/seed_03,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H50/seed_04,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H50/seed_05,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H50/seed_06,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H50/seed_07,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H50/seed_08,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H50/seed_09,0.583,7,12
Exp09_NetworkSize,Exp09_NetworkSize/Circle_H50/seed_10,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f100/seed_01,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f100/seed_02,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f100/seed_03,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f100/seed_04,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f100/seed_05,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f100/seed_06,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f100/seed_07,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f100/seed_08,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f100/seed_09,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f100/seed_10,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f105/seed_01,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f105/seed_02,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f105/seed_03,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f105/seed_04,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f105/seed_05,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f105/seed_06,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f105/seed_07,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f105/seed_08,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f105/seed_09,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f105/seed_10,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f110/seed_01,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f110/seed_02,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f110/seed_03,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f110/seed_04,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f110/seed_05,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f110/seed_06,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f110/seed_07,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f110/seed_08,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f110/seed_09,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f110/seed_10,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f125/seed_01,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f125/seed_02,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f125/seed_03,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f125/seed_04,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f125/seed_05,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f125/seed_06,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f125/seed_07,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f125/seed_08,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f125/seed_09,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f125/seed_10,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f150/seed_01,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f150/seed_02,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f150/seed_03,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f150/seed_04,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f150/seed_05,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f150/seed_06,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f150/seed_07,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f150/seed_08,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f150/seed_09,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f150/seed_10,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f200/seed_01,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f200/seed_02,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f200/seed_03,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f200/seed_04,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f200/seed_05,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f200/seed_06,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f200/seed_07,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f200/seed_08,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f200/seed_09,0.583,7,12
Exp10_PruneTolerance,Exp10_PruneTolerance/Factor_f200/seed_10,0.583,7,12
Exp11_Baselines,Exp11_Baselines/Method_hsm/seed_01,0.583,7,12
Exp11_Baselines,Exp11_Baselines/Method_hsm/seed_02,0.583,7,12
Exp11_Baselines,Exp11_Baselines/Method_hsm/seed_03,0.583,7,12
Exp11_Baselines,Exp11_Baselines/Method_hsm/seed_04,0.583,7,12
Exp11_Baselines,Exp11_Baselines/Method_hsm/seed_05,0.583,7,12
Exp11_Baselines,Exp11_Baselines/Method_hsm/seed_06,0.583,7,12
Exp11_Baselines,Exp11_Baselines/Method_hsm/seed_07,0.583,7,12
Exp11_Baselines,Exp11_Baselines/Method_hsm/seed_08,0.583,7,12
Exp11_Baselines,Exp11_Baselines/Method_hsm/seed_09,0.583,7,12
Exp11_Baselines,Exp11_Baselines/Method_hsm/seed_10,0.583,7,12
Exp11_Baselines,Exp11_Baselines/Method_mlp_dense/seed_01,0.500,6,12
Exp11_Baselines,Exp11_Baselines/Method_mlp_dense/seed_02,0.500,6,12
Exp11_Baselines,Exp11_Baselines/Method_mlp_dense/seed_03,0.500,6,12
Exp11_Baselines,Exp11_Baselines/Method_mlp_dense/seed_04,0.500,6,12
Exp11_Baselines,Exp11_Baselines/Method_mlp_dense/seed_05,0.500,6,12
Exp11_Baselines,Exp11_Baselines/Method_mlp_dense/seed_06,0.500,6,12
Exp11_Baselines,Exp11_Baselines/Method_mlp_dense/seed_07,0.500,6,12
Exp11_Baselines,Exp11_Baselines/Method_mlp_dense/seed_08,0.500,6,12
Exp11_Baselines,Exp11_Baselines/Method_mlp_dense/seed_09,0.500,6,12
Exp11_Baselines,Exp11_Baselines/Method_mlp_dense/seed_10,0.500,6,12
Exp11_Baselines,Exp11_Baselines/Method_mlp_pruned/seed_01,0.583,7,12
Exp11_Baselines,Exp11_Baselines/Method_mlp_pruned/seed_02,0.583,7,12
Exp11_Baselines,Exp11_Baselines/Method_mlp_pruned/seed_03,0.583,7,12
Exp11_Baselines,Exp11_Baselines/Method_mlp_pruned/seed_04,0.583,7,12
Exp11_Baselines,Exp11_Baselines/Method_mlp_pruned/seed_05,0.583,7,12
Exp11_Baselines,Exp11_Baselines/Method_mlp_pruned/seed_06,0.583,7,12
Exp11_Baselines,Exp11_Baselines/Method_mlp_pruned/seed_07,0.583,7,12
Exp11_Baselines,Exp11_Baselines/Method_mlp_pruned/seed_08,0.583,7,12
Exp11_Baselines,Exp11_Baselines/Method_mlp_pruned/seed_09,0.583,7,12
Exp11_Baselines,Exp11_Baselines/Method_mlp_pruned/seed_10,0.583,7,12
Exp11_Baselines,Exp11_Baselines/seed_01,0.333,4,12
Exp11_Baselines,Exp11_Baselines/seed_02,0.333,4,12
Exp11_Baselines,Exp11_Baselines/seed_03,0.333,4,12
Exp11_Baselines,Exp11_Baselines/seed_04,0.333,4,12
Exp11_Baselines,Exp11_Baselines/seed_05,0.333,4,12
Exp11_Baselines,Exp11_Baselines/seed_06,0.333,4,12
Exp11_Baselines,Exp11_Baselines/seed_07,0.333,4,12
Exp11_Baselines,Exp11_Baselines/seed_08,0.333,4,12
Exp11_Baselines,Exp11_Baselines/seed_09,0.333,4,12
Exp11_Baselines,Exp11_Baselines/seed_10,0.333,4,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_cross/seed_01,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_cross/seed_02,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_cross/seed_03,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_cross/seed_04,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_cross/seed_05,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_cross/seed_06,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_cross/seed_07,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_cross/seed_08,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_cross/seed_09,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_cross/seed_10,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_diag/seed_01,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_diag/seed_02,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_diag/seed_03,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_diag/seed_04,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_diag/seed_05,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_diag/seed_06,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_diag/seed_07,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_diag/seed_08,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_diag/seed_09,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_diag/seed_10,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_mixed/seed_01,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_mixed/seed_02,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_mixed/seed_03,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_mixed/seed_04,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_mixed/seed_05,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_mixed/seed_06,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_mixed/seed_07,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_mixed/seed_08,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_mixed/seed_09,0.833,10,12
Exp12_CrossProduct,Exp12_CrossProduct/Problem_mixed/seed_10,0.833,10,12
Exp13_EquationExport,Exp13_EquationExport/Task_area/seed_01,0.750,9,12
Exp13_EquationExport,Exp13_EquationExport/Task_area/seed_02,0.750,9,12
Exp13_EquationExport,Exp13_EquationExport/Task_area/seed_03,0.750,9,12
Exp13_EquationExport,Exp13_EquationExport/Task_area/seed_04,0.750,9,12
Exp13_EquationExport,Exp13_EquationExport/Task_area/seed_05,0.750,9,12
Exp13_EquationExport,Exp13_EquationExport/Task_area/seed_06,0.750,9,12
Exp13_EquationExport,Exp13_EquationExport/Task_area/seed_07,0.750,9,12
Exp13_EquationExport,Exp13_EquationExport/Task_area/seed_08,0.750,9,12
Exp13_EquationExport,Exp13_EquationExport/Task_circle/seed_01,0.750,9,12
Exp13_EquationExport,Exp13_EquationExport/Task_circle/seed_02,0.750,9,12
Exp13_EquationExport,Exp13_EquationExport/Task_circle/seed_03,0.750,9,12
Exp13_EquationExport,Exp13_EquationExport/Task_circle/seed_04,0.750,9,12
Exp13_EquationExport,Exp13_EquationExport/Task_circle/seed_05,0.750,9,12
