index,src,dst,weight
0,0,1,-0.59572550560454
1,0,2,-0.854075762227558
2,0,4,-0.345449487123327
3,0,6,-0.653131934483758
4,0,8,-0.760156162363746
5,0,11,0.361011789769165
6,0,12,-0.625570578573418
7,0,13,0.222890389699943
8,0,14,-0.176953041254914
9,0,15,0.457524764309567
10,1,2,0.415145070547015
11,1,4,0.325339799156842
12,1,6,0.203950938529726
13,1,8,0.193961650835199
14,1,10,0.315571256141787
15,1,12,-0.372758481129327
16,1,13,0.392744709224514
17,1,15,-0.450273193146284
18,2,3,-0.362134221908021
19,2,4,-0.309864705573235
20,2,6,-0.230115000535072
21,2,8,-0.327989754144581
22,2,9,-0.338949469628362
23,2,12,-0.348599726012011
24,2,13,-0.271920639697705
25,2,14,0.437345811648035
26,2,15,-0.517742546352594
27,3,5,0.427925691949492
28,3,6,0.250722291192206
29,3,7,0.236890035047733
30,3,10,0.283911254131826
31,3,14,0.180558406745228
32,4,5,0.376480841546845
33,4,6,0.394313411487814
34,4,11,0.383291232941794
35,4,12,0.311929950241266
36,4,13,0.380625895960581
37,4,14,0.214063903177964
38,5,7,-0.342080061456903
39,5,8,0.247430244989586
40,5,9,-0.457053162314647
41,5,11,0.29102391861244
42,5,14,-0.316963295133643
43,6,9,0.436321023371112
44,6,10,-0.435805436574554
45,6,12,-0.504890030159032
46,6,14,0.236014785941924
47,6,15,-0.609364388259816
48,7,9,-0.387326239111925
49,7,12,0.247089977280929
50,8,10,-0.373435999640551
51,8,11,0.232571624358955
52,8,12,0.268620550690566
53,8,13,0.235336299296519
54,8,14,0.186278255115669
55,8,15,-0.79189667121922
56,9,10,-0.219820581398764
57,9,12,0.457613338570017
58,9,14,-0.302507440422258
59,10,11,-0.272868299512734
60,10,12,-0.175261250349485
61,10,14,0.41202192852952
62,11,12,-0.427375316225592
63,11,13,0.182557649624635
64,12,14,-0.339584998666292
65,12,15,-0.845361968786936
66,13,14,0.254502361384698
67,14,15,0.338780349794543
