index,src,dst,weight
0,0,1,0.646466102871358
1,0,2,-0.0293438838550443
2,0,3,0.0362147388660461
3,0,4,0.278773995932194
4,0,5,0.141699467101723
5,0,6,0.264448257884022
6,0,7,0.0230139171064568
7,0,8,-0.286976690736512
8,0,9,0.079555699302064
9,0,10,-0.0162428939276149
10,0,11,-0.507500214841989
11,0,12,-0.0306299304656638
12,0,13,0.0134848613793036
13,0,14,0.523176233409399
14,0,15,0.285305088542729
15,0,16,0.504871648314212
16,0,17,0.396104572875831
17,0,18,0.00697353547394348
18,0,19,0.581086474903259
19,0,20,0.269567853494174
20,0,21,-0.026419459757552
21,0,22,-0.168636219291107
22,0,23,0.545962820257253
23,1,2,-0.357526477602689
24,1,3,0.0186598666270796
25,1,4,0.386278826749569
26,1,5,-0.215171372633364
27,1,6,-0.146677156328698
28,1,7,-0.156184187143366
29,1,8,-0.0470582809249488
30,1,9,-0.33079827771709
31,1,10,0.24491662069673
32,1,11,-0.305859542052663
33,1,12,0.280894583040879
34,1,13,0.117537212954343
35,1,14,0.304557070323184
36,1,15,-0.30459220239278
37,1,16,0.216234879722699
38,1,17,0.340382306236769
39,1,18,0.0932001877369224
40,1,19,-0.0329808844084767
41,1,20,-0.282725390428161
42,1,21,0.12973134890908
43,1,22,-0.207686859533788
44,1,23,0.275798416076778
45,2,3,-0.27267494473223
46,2,4,-0.00545631535046838
47,2,5,-0.110149495750371
48,2,6,-0.0995692311759314
49,2,7,-0.251090756185814
50,2,8,-0.104404390930922
51,2,9,0.202543199711672
52,2,10,0.348084171967257
53,2,11,-0.235371771877474
54,2,12,-0.278974616078478
55,2,13,0.20039052030788
56,2,14,0.0934646350299738
57,2,15,0.0809919477305434
58,2,16,-0.242589698846543
59,2,17,0.153642003725804
60,2,18,-0.0502794429704688
61,2,19,-0.281141924940338
62,2,20,0.24701467504153
63,2,21,-0.286055157214313
64,2,22,-0.0794781144044509
65,2,23,-0.019077521599638
66,3,4,-0.158296871833326
67,3,5,-0.206623478004724
68,3,6,-0.350844131861504
69,3,7,-0.425831553587261
70,3,8,0.0568084756089124
71,3,9,0.225961460722756
72,3,10,0.261531566172754
73,3,11,-0.227934618469338
74,3,12,-0.213337081107426
75,3,13,-0.334584934428681
76,3,14,0.00330912234718065
77,3,15,0.119761856447096
78,3,16,-0.301685905616652
79,3,17,-0.0851788635164695
80,3,18,-0.0360797288629797
81,3,19,0.327705749361374
82,3,20,0.348538667277601
83,3,21,-0.314691684635068
84,3,22,-0.343969892823623
85,3,23,-0.052230770489506
86,4,5,0.342443069486979
87,4,6,0.464671743247351
88,4,7,0.149429690676958
89,4,8,0.311779779697543
90,4,9,-0.334931865537517
91,4,10,0.0298174689079936
92,4,11,0.0198467020631163
93,4,12,-0.320534290992205
94,4,13,-0.206763379958754
95,4,14,-0.196746036723243
96,4,15,-0.208396020510359
97,4,16,-0.0435736415953625
98,4,17,0.248650003386007
99,4,18,0.00991625116130606
100,4,19,0.253899762712776
101,4,20,-0.238869481445751
102,4,21,-0.192247857578376
103,4,22,-0.121383633386829
104,4,23,0.141743747701517
105,5,6,0.121321381769665
106,5,7,0.455163066785984
107,5,8,0.193954394990208
108,5,9,0.340921675895283
109,5,10,-0.399140008118225
110,5,11,-0.240662614115734
111,5,12,-0.438620850594998
112,5,13,0.0338942950777908
113,5,14,0.279868173255025
114,5,15,-0.20912187044387
115,5,16,0.0116183552404605
116,5,17,-0.239227128370752
117,5,18,0.160359360820345
118,5,19,-0.366643110819206
119,5,20,-0.355549140573032
120,5,21,0.0281180442399572
121,5,22,-0.111469637473042
122,5,23,0.101228400785988
123,6,7,-0.205950402508022
124,6,8,0.40534359447641
125,6,9,-0.447705543026929
126,6,10,-0.232922441616981
127,6,11,0.178750334057673
128,6,12,-0.43243070186643
129,6,13,0.47961851601849
130,6,14,0.282190782048431
131,6,15,-0.441275795643063
132,6,16,0.235385195576825
133,6,17,0.0409236039286587
134,6,18,-0.00692859679020459
135,6,19,-0.220931231386874
136,6,20,0.141274404697143
137,6,21,0.0860167154527451
138,6,22,-0.0761236420633206
139,6,23,-0.0669358562113634
140,7,8,-0.112647863354332
141,7,9,-0.339878081349633
142,7,10,-0.366854431316554
143,7,11,0.0872435780321382
144,7,12,0.120397452047254
145,7,13,-0.317090004074933
146,7,14,-0.420842362828006
147,7,15,0.143582588852588
148,7,16,0.295868782312063
149,7,17,0.120971717091517
150,7,18,-0.414955569943082
151,7,19,0.0116004003779001
152,7,20,-0.0691809848747859
153,7,21,0.207878433480172
154,7,22,-0.388013640323782
155,7,23,-0.00559478012550751
156,8,9,0.0500471341341409
157,8,10,0.440879654599035
158,8,11,-0.0464011022374073
159,8,12,0.135838984659468
160,8,13,-0.10855752307818
161,8,14,-0.212420560325617
162,8,15,0.155187306088981
163,8,16,0.265150901300579
164,8,17,-0.254894598795139
165,8,18,-0.270654695461043
166,8,19,-0.321078977540195
167,8,20,0.356088128763038
168,8,21,-0.166520078001804
169,8,22,0.384730083451709
170,8,23,0.275038474640751
171,9,10,0.129825140591031
172,9,11,-0.11844818800432
173,9,12,0.17821815412912
174,9,13,0.180851637733498
175,9,14,-0.140085231343757
176,9,15,-0.242807507042974
177,9,16,-0.476444257962013
178,9,17,0.108166129064744
179,9,18,0.205095631629351
180,9,19,0.370676208284353
181,9,20,0.0782314600056896
182,9,21,0.240507517272105
183,9,22,-0.118672827220215
184,9,23,0.356489429056759
185,10,11,-0.166595895678206
186,10,12,0.0924725522421763
187,10,13,-0.374731450614115
188,10,14,0.0320492085938513
189,10,15,-0.428183883171964
190,10,16,0.177344430207184
191,10,17,0.175088370624776
192,10,18,-0.305915850236765
193,10,19,0.20676941317337
194,10,20,-0.395869317003296
195,10,21,-0.342444071882408
196,10,22,-0.0275974437984497
197,10,23,-0.204866834407163
198,11,12,-0.129446966528797
199,11,13,0.119969678817595
200,11,14,0.506275622982625
201,11,15,-0.355945091346806
202,11,16,0.0464601027958029
203,11,17,0.433908836158586
204,11,18,0.124749697930621
205,11,19,-0.0378870597474642
206,11,20,-0.201067308447297
207,11,21,0.269467702188666
208,11,22,-0.295672070514302
209,11,23,-0.0922575718319837
210,12,13,-0.237617523781832
211,12,14,0.00268676298831563
212,12,15,-0.207654453974121
213,12,16,0.148416163747026
214,12,17,0.138369309014281
215,12,18,0.259673663414481
216,12,19,-0.00335733361148949
217,12,20,-0.157249281694538
218,12,21,0.347265630944166
219,12,22,0.383138821537042
220,12,23,0.0304301839823021
221,13,14,-0.38074151811365
222,13,15,-0.103016180573446
223,13,16,-0.172667767158136
224,13,17,-0.178464301051023
225,13,18,-0.299938345747631
226,13,19,-0.0144020039496902
227,13,20,0.0702188805106879
228,13,21,0.165562072568575
229,13,22,0.0792766715036943
230,13,23,0.171381357603852
231,14,15,0.496315911071219
232,14,16,0.383099843351785
233,14,17,-0.259143973107578
234,14,18,0.179401848611833
235,14,19,0.404374894872748
236,14,20,-0.203702323672577
237,14,21,0.412322631521238
238,14,22,0.11788144445868
239,14,23,0.282201344782161
240,15,16,-0.483405664555934
241,15,17,0.311921203373003
242,15,18,0.453184739016606
243,15,19,0.34271064943742
244,15,20,0.256662587319833
245,15,21,-0.276506537337795
246,15,22,-0.0728275300314809
247,15,23,0.138252985776773
248,16,17,-0.48300797015334
249,16,18,-0.25522380404231
250,16,19,0.0449500147823935
251,16,20,-0.344455047535115
252,16,21,-0.159127325614143
253,16,22,-0.100522625058786
254,16,23,0.554267424920663
255,17,18,0.366620369344747
256,17,19,0.363355762862952
257,17,20,-0.361375178288203
258,17,21,0.167346803060354
259,17,22,0.0795077674013399
260,17,23,0.538145359169419
261,18,19,0.152123845622266
262,18,20,-0.368857633203622
263,18,21,0.0692258995834426
264,18,22,0.217602918094975
265,18,23,0.00321893430800812
266,19,20,0.374444771983998
267,19,21,-0.386701883139454
268,19,22,0.332770171711841
269,19,23,0.618669291458311
270,20,21,0.0913488318020631
271,20,22,0.0930947516814631
272,20,23,0.102536967637786
273,21,22,-0.203125430627054
274,21,23,0.273302854483206
275,22,23,0.120832508929281
