index,funno,ihono,bias
0,1,1,0
1,1,3,0.422882955486826
2,1,3,0.0933362886982326
3,1,3,-0.154672737560356
4,1,3,0.0428763187830866
5,1,3,0.145805866624078
6,2,3,-0.215733294291371
7,2,3,-0.299249704786743
8,2,3,0.439964741032034
9,4,3,-0.251434048693429
10,4,3,-0.00578533930674291
11,4,3,0.134623947217648
12,4,3,-0.231425079632233
13,7,3,-0.299631703644035
14,7,3,-0.293257611920615
15,7,3,0.52279178017022
16,7,3,-0.371340139460063
17,7,3,-0.282811026071177
18,7,3,-0.123922971742556
19,1,2,0.192819818060809
