index,funno,ihono,bias
0,1,1,0
1,1,3,-0.0295307882376456
2,1,3,-0.0398299095661584
3,1,3,0.25185220318463
4,2,3,-0.175598346193437
5,2,3,-0.436371060551903
6,2,3,0.476640455524477
7,4,3,0.230537229129656
8,4,3,0.492192038841435
9,4,3,0.0810933105381455
10,4,3,-0.441979482161567
11,7,3,0.472109023019437
12,7,3,0.388787320028051
13,7,3,-0.126884357829979
14,7,3,-0.316973252494203
15,7,3,-0.324667480612931
16,7,3,-0.354862331332445
17,7,3,-0.0688874337008638
18,7,3,-0.423083302267743
19,7,3,-0.482244487983705
20,7,3,-0.150430179429756
21,7,3,0.0347834289750407
22,7,3,-0.493686305283471
23,1,2,-0.158784827645117
