attempt,batch_size,active_connections_before,active_connections_after,validation_loss_before,validation_loss_after,relative_loss_change,accepted,fine_tuning_epochs
1,138,276,276,1.12352019656875E-06,2.27461156981043E-06,1.0245399920332,0,10000
2,69,276,276,1.12352019656875E-06,1.0767109099344E-05,8.58336942426749,0,10000
3,34,276,276,1.12352019656875E-06,2.10736722643195E-06,0.875682549248231,0,10000
4,17,276,276,1.12352019656875E-06,2.47840135215245E-06,1.20592505566124,0,10000
5,8,276,276,1.12352019656875E-06,1.39640977789479E-06,0.242888006961914,0,10000
6,4,276,276,1.12352019656875E-06,2.48484213539535E-06,1.21165773698069,0,10000
7,2,276,276,1.12352019656875E-06,1.5797054339463E-06,0.40603207558773,0,10000
8,1,276,276,1.12352019656875E-06,9.52479546482955E-06,7.4776361777193,0,10000
8100,1,276,276,1.12352019656875E-06,2.64966961699697E-06,1.35836402860322,0,5000
8101,1,276,253,1.12352019656875E-06,1.12766220427586E-06,0.00368663395616738,1,5000
8102,1,253,253,1.12352019656875E-06,1.28091693247787E-05,10.4009248466544,0,5000
8103,1,253,231,1.12352019656875E-06,9.84848994674989E-07,-0.123425642295765,1,5000
8104,1,231,231,1.12352019656875E-06,2.25245409519082E-05,19.0481851778886,0,5000
8105,1,231,231,1.12352019656875E-06,1.74553555470826E-06,0.55363077587671,0,5000
8106,1,231,231,1.12352019656875E-06,1.10251900618712E-05,8.8130768770711,0,5000
8107,1,231,231,1.12352019656875E-06,2.35941009345737E-05,20.0001573684482,0,5000
8108,1,231,231,1.12352019656875E-06,2.16929187107523E-06,0.930799177175707,0,5000
8200,1,231,231,1.12352019656875E-06,4.92175647761585E-06,3.38065687884114,0,5000
8201,1,231,231,1.12352019656875E-06,8.55646416748771E-06,6.61576355602622,0,5000
8202,1,231,231,1.12352019656875E-06,1.56966759239831E-06,0.397097797789572,0,5000
8300,140,231,231,1.12352019656875E-06,1.58509903299497E-06,0.410832700503195,0,5000
